,ZS_name,name,formatted_address,location,rating,user_ratings_total,formatted_phone_number
1348,Restaurace Pod Vinicí,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1349,Restaurace Pod Vinořským zámkem - KUBLEX s.r.o.,,,,,,
1350,Restaurace Podolská kotva - Iweryola plus s.r.o.,Restaurace Podolská Kotva,"Podolské nábř. 46/20, 147 00 Praha 4-Podolí, Czechia","{'lat': 50.0594512, 'lng': 14.4198918}",4.0,861.0,608 506 898
1351,RESTAURACE POHODA JIHU,Bar pohoda,"13a, Starobylá 881, 149 00 Praha 4-Háje, Czechia","{'lat': 50.0345735, 'lng': 14.5233326}",4.2,20.0,272 930 129
1352,Restaurace POJA,,,,,,
1353,Restaurace Polo,,,,,,
1354,Restaurace Pražanka,Šenkýrna Pražanka,"38, Jažlovická 1499, 149 00 Praha 11-Háje, Czechia","{'lat': 50.02705219999999, 'lng': 14.5256799}",4.5,1843.0,739 571 656
1355,Restaurace Profesní dům,Restaurace Profesní dům,"Malostranské nám. 25, 118 00 Praha 1-Malá Strana, Czechia","{'lat': 50.0881851, 'lng': 14.4036423}",4.2,166.0,221 914 317
1356,Restaurace Prokopka,,,,,,
1357,RESTAURACE PŮDA,VeMa gastro s.r.o.,"Počernická 509/85, 108 00 Praha-Praha 10, Czechia","{'lat': 50.0831533, 'lng': 14.5073023}",,,274 772 989
1358,RESTAURACE RADNICE s.r.o.,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1359,Restaurace Rainer Maria Rilke,,,,,,
1360,Restaurace Red Pif,,,,,,
1361,Restaurace Reda,,,,,,
1362,RESTAURACE REDUTA,Brunello Cucinelli,"19, Pařížská 203, Josefov, 110 00 Praha-Praha 1, Czechia","{'lat': 50.09080330000001, 'lng': 14.4182976}",5.0,1.0,222 327 260
1363,RESTAURACE RETRO KAVÁRNA,111 420,"111 420, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
1364,Restaurace RockShard,,,,,,
1365,Restaurace ROTT,Hotel Rott,"Malé Nám. 138/4, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08689629999999, 'lng': 14.4192536}",4.6,758.0,224 190 901
1366,RESTAURACE ROZMARÝNA,Restaurace Rozmarýna,"Podléšková 1824/61, 106 00 Praha 10-Záběhlice, Czechia","{'lat': 50.0598704, 'lng': 14.5039982}",4.1,191.0,272 652 632
1367,RESTAURACE ROZMITALKA,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1368,RESTAURACE RYBÍ TRH,,,,,,
1369,Restaurace Salabka,Salabka,"Troja, K Bohnicím 57/2, 171 00 Praha 7, Czechia","{'lat': 50.1208659, 'lng': 14.4098868}",4.8,178.0,778 019 002
1370,Restaurace Samurai,,,,,,
1371,Restaurace Selský statek,Radev Ltd.,"Ke Mlýnu 1, 149 00 Praha-Újezd, Czechia","{'lat': 50.0131257, 'lng': 14.5468163}",4.7,163.0,272 690 002
1372,RESTAURACE SKALKA,,,,,,
1373,Restaurace Skleník Letňany,,,,,,
1374,RESTAURACE SKONTO ŠTOREK JAN,,,,,,
1375,Restaurace Skopje,,,,,,
1376,RESTAURACE SKOŘEPKA,,,,,,
1377,Restaurace Skořepka,Vinný Restaurant U Zlatého Lva,"17, Ovocný trh 568, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.086872, 'lng': 14.4253453}",3.6,296.0,224 239 207
1378,"Restaurace Sluneční terasa T-Anker, s.r. o.",T-Anker,"náměstí Republiky 656/8 OD Kotva, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0887405, 'lng': 14.4273797}",3.9,1354.0,722 445 474
1379,RESTAURACE SOKOL,Restaurace Sokol,"2B, Na Chobotě 125, Řepy, 163 00 Praha-Praha 17, Czechia","{'lat': 50.06808849999999, 'lng': 14.295125}",4.4,884.0,235 322 836
1380,RESTAURACE SONORA,Restaurant Sonora,"5, Radhošťská 2004, Vinohrady, 130 00 Praha-Praha 3, Czechia","{'lat': 50.0781545, 'lng': 14.4566352}",4.2,198.0,222 711 029
1381,RESTAURACE SOVOVY MLÝNY - MUSEUM KAMPA,ZOO 1320 s.r.o.,"2, U Sovových mlýnů 503, 118 00 Praha 1-Malá Strana, Czechia","{'lat': 50.0840345, 'lng': 14.4084767}",5.0,1.0,257 220 121
1382,RESTAURACE SPARTA,"420, 233 370","420, 233 370, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1383,RESTAURACE SPARTA,,,,,,
1384,Restaurace Sphera,,,,,,
1385,"Restaurace Spirit Bar - Spirit ART, v.o.s.",Restaurace Spirit Bar,"Dalimilova 760/2, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0860066, 'lng': 14.4488035}",4.1,577.0,737 274 690
1386,RESTAURACE STARÁ ŠKOLA,,,,,,
1387,RESTAURACE STARÉ ČASY,,,,,,
1388,RESTAURACE STARÉ ČASY,,,,,,
1389,RESTAURACE STAROCHODOVSKÁ 28,,,,,,
1390,RESTAURACE STAROMÁČEK,Restaurace Staromáček,"4, Dlouhá 610, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08861109999999, 'lng': 14.4219444}",3.4,1101.0,222 311 366
1391,RESTAURACE STAROSMÍCHOVSKÁ PIVNICE U BÍLÉHO LVA,U Bílého lva,"30, Na Bělidle 310, 150 00 Praha 5-Smíchov, Czechia","{'lat': 50.0718736, 'lng': 14.4062553}",4.4,768.0,257 316 731
1392,Restaurace Statečný kohout,Pavlovín,"Mírového hnutí 2353/2, 149 00 Praha 11-Chodov, Czechia","{'lat': 50.03711699999999, 'lng': 14.498368}",3.9,463.0,602 659 257
1393,Restaurace Stodola,Restaurace Stodola,"Starokolínská 242, 190 16 Praha 21, Czechia","{'lat': 50.0786172, 'lng': 14.6479771}",3.8,70.0,281 861 486
1394,RESTAURACE STODOLA,Šimek Ondřej,"2, Kupeckého 832, 149 00 Praha 11, Czechia","{'lat': 50.0316971, 'lng': 14.5270428}",,,272 916 907
1395,Restaurace Století,Restaurace Století,"Karoliny Světlé 320/21, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.083011, 'lng': 14.414457}",4.5,1071.0,222 220 008
1396,Restaurace Summa Arx,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1397,RESTAURACE SVATÉ PEKLO,,,,,,
1398,RESTAURACE ŠÁRKA,,,,,,
1399,RESTAURACE ŠIMANDA,Penzion a Restaurace Šimanda,"Šimanovská 47, 198 00 Praha 9, Czechia","{'lat': 50.09778439999999, 'lng': 14.5436207}",4.3,598.0,222 233 999
1400,RESTAURACE ŠKODA LÁSKY,Škoda lásky,"Zbraslavské nám. 453, 156 00 Praha 5-Zbraslav, Czechia","{'lat': 49.97569470000001, 'lng': 14.3928474}",4.5,940.0,257 923 316
1401,RESTAURACE TAPAS BAR MIRÓ,Tapas Bar Miró,"Štefánikova 46, Smíchov, 150 00 Praha 5-Smíchov-Praha 5, Czechia","{'lat': 50.077468, 'lng': 14.40446}",4.4,513.0,257 314 220
1402,Restaurace Teodor,Šenkýrna Hlubina,"Lidická 311/37, Anděl, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0720895, 'lng': 14.4052691}",4.2,1432.0,601 200 183
1403,RESTAURACE TERASY,241,"241, Czechia","{'lat': 50.1373603, 'lng': 14.3686514}",,,
1404,Restaurace The Pind,Indian Restaurant Pind Prague,"Korunní 1151/67, Vinohrady, 120 00 Praha-Praha 3, Czechia","{'lat': 50.07563740000001, 'lng': 14.4492859}",4.4,890.0,222 516 085
1405,Restaurace Tiebreak,,,,,,
1406,Restaurace TITANIC - Tomáš SPOUSTA,Steak restaurant Titanic,"24, Štěpánská 615, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0786111, 'lng': 14.4255556}",3.9,524.0,296 226 282
1407,RESTAURACE TLUSTÁ KOALA,,,,,,
1408,RESTAURACE TRIO,,,,,,
1409,RESTAURACE TRITON,TRITON Restaurant,"Václavské nám. 784/26, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08251629999999, 'lng': 14.424868}",4.3,321.0,221 081 218
1410,Restaurace Tukan,,,,,,
1411,Restaurace U Agamy,Restaurace U Agamy - gluten free,"35, Štítného 202, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0852009, 'lng': 14.4530325}",4.5,475.0,607 868 427
1412,RESTAURACE U AMPEZÓNŮ,,,,,,
1413,Restaurace U Báby,,,,,,
1414,RESTAURACE U BANSETHŮ,Restaurace U Bansethů,"Táborská 389/49, 140 00 Praha 4-Nusle, Czechia","{'lat': 50.062924, 'lng': 14.4399607}",4.5,1587.0,724 582 721
1415,RESTAURACE U BENEDIKTA,,,,,,
1416,RESTAURACE U BETLÉMSKÉ KAPLE,Restaurace U Betlémské kaple,"Betlémské nám. 251/2, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0843417, 'lng': 14.4166528}",4.2,964.0,222 221 639
1417,RESTAURACE U BEZUCHŮ,,,,,,
1418,RESTAURACE U BÍLÉ KRÁVY,,,,,,
1419,Restaurace U Blekotů,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1420,RESTAURACE U BOBRA,,,,,,
1421,Restaurace U Bohouše,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1422,RESTAURACE U BRÁZDŮ,Švejk restaurant U Brázdů,"7, U Svobodárny 1071, 190 00 Praha-Praha 9, Czechia","{'lat': 50.1061557, 'lng': 14.4884148}",4.3,1534.0,266 316 177
1423,RESTAURACE U BRONCŮ,,,,,,
1424,Restaurace u Broučků,Strašnická mincovna,"27, U Hráze 125, Strašnice, 100 00 Praha-Praha 10, Czechia","{'lat': 50.0710692, 'lng': 14.4850412}",3.9,579.0,775 755 061
1425,RESTAURACE U BULÍNŮ,U Bulínů,"Budečská 803/2, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.07297, 'lng': 14.4422656}",4.5,1674.0,224 254 676
1426,RESTAURACE U ČARODĚJKY,,,,,,
1427,RESTAURACE U ČECHŮ,,,,,,
1428,Restaurace U Čejpů + Penzion,,,,,,
1429,RESTAURACE U ČERNÉHO ORLA,,,,,,
1430,RESTAURACE U ČERNÉHO SLUNCE,,,,,,
1431,Restaurace U Černínů,,,,,,
1432,Restaurace U čerta,608 420,"608 420, 250 70 Odolena Voda, Czechia","{'lat': 50.2277496, 'lng': 14.3979093}",,,
1433,RESTAURACE U ČERTÍKA,u Čertíka,"Makovského, 163 00 Praha 6-Řepy, Czechia","{'lat': 50.0662132, 'lng': 14.3054002}",,,777 314 883
1434,RESTAURACE U ČERTÍKA,JUDr. Tibor Kubíni,"37, Na šejdru 171, 142 00 Praha-Libuš, Czechia","{'lat': 50.007617, 'lng': 14.4592986}",4.2,5.0,777 314 880
1435,RESTAURACE U ČERVENÉHO KOLA,"420, 118 224","420, 118 224, 411 19 Mšené-lázně, Czechia","{'lat': 50.3621332, 'lng': 14.1270026}",,,
1436,RESTAURACE U ČESKÝCH PÁNŮ,,,,,,
1437,RESTAURACE U DANDŮ,,,,,,
1438,Restaurace U Dědka,,,,,,
1439,RESTAURACE U DĚLOVÉHO KŘÍŽE,,,,,,
1440,Restaurace U Demínky,"Benefit, S.r.o.","15, Vinohradská 839, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0789178, 'lng': 14.4346273}",,,222 250 632
1441,Restaurace U Divadla,U Divadla,"9, Pplk. Sochora 1387, 170 00 Praha 7-Holešovice, Czechia","{'lat': 50.099715, 'lng': 14.435635}",4.3,258.0,774 713 141
1442,RESTAURACE U DLABAČE,,,,,,
1443,RESTAURACE U DOBRUSKÝCH,"420, Silnice II/201 222","420, Silnice II/201 222, 270 24 Sýkořice, Czechia","{'lat': 50.0382404, 'lng': 13.9412548}",,,
1444,RESTAURACE U DRAKA,AP - Gastro s.r.o.,"12, Dědinská 626, 161 00 Praha 6, Czechia","{'lat': 50.0919279, 'lng': 14.3028771}",,,222 514 887
1445,RESTAURACE U DVOU KOČEK,U Dvou koček,"10, Uhelný trh 415, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.0835915, 'lng': 14.4204543}",4.0,3201.0,224 229 982
1446,RESTAURACE U DVOU SRDCÍ,,,,,,
1447,RESTAURACE U DVOU VELBLOUDŮ,Restaurace U Dvou velbloudů,"Kožná 474/4, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0858749, 'lng': 14.4211633}",4.3,526.0,224 218 366
1448,RESTAURACE U DŽBÁNU,Restaurace U Džbánu,"Jenečská 226/20, 160 00 Praha 6-Liboc, Czechia","{'lat': 50.0921986, 'lng': 14.3266408}",4.2,1175.0,220 560 123
1449,Restaurace u Eriky,,,,,,
1450,Restaurace u Fausta,,,,,,
1451,Restaurace U Fišmistrů,,,,,,
1452,RESTAURACE U FLEKŮ,,,,,,
1453,Restaurace U Havrana,Restaurace U Havrana,"6, Hálkova 1631, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0761913, 'lng': 14.4285627}",4.2,716.0,222 980 750
1454,RESTAURACE U HOLANŮ,Restaurace U Holanů,"10, Londýnská 221, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0713201, 'lng': 14.4355497}",3.9,485.0,222 511 001
1455,RESTAURACE U HOUSLIČEK,,,,,,
1456,Restaurace u Hraběte,,,,,,
1457,RESTAURACE U HUBATKŮ - MIROSLAV TŮMA,U Hubatků,"9, Pod pekárnami 162, 190 00 Praha 9-Vysočany, Czechia","{'lat': 50.1119444, 'lng': 14.5036111}",4.2,2025.0,252 548 138
1458,Restaurace U CHLUPATÝHO DUCHA,,,,,,
1459,RESTAURACE U JAGUŠKY,U Jagušky,"28, Na Žertvách 860, 180 00 Praha 8-Libeň, Czechia","{'lat': 50.1044329, 'lng': 14.4768245}",4.2,1667.0,284 824 747
1460,Restaurace U Jára,,,,,,
1461,RESTAURACE U JEČMENE,,,,,,
1462,RESTAURACE U JELÍNKA,,,,,,
1463,RESTAURACE U JINDŘIŠSKÉ VĚŽE,,,,,,
1464,Restaurace U Kalendů,Café gallery Michael,"Rašínovo nábř. 383/58, Nové Město, 128 00 Praha-Praha 2, Czechia","{'lat': 50.0712137, 'lng': 14.4144481}",3.3,41.0,222 524 581
1465,Restaurace u Kapalínů - Praha 5,U Kapalinu,"Hostivická 10, 155 21 Praha-Zličín, Czechia","{'lat': 50.06387489999999, 'lng': 14.2708192}",3.8,207.0,603 857 142
1466,RESTAURACE U KARLA,Švejk restaurant U Karla - Uhříněves,"Křešínská 155, 104 00 Praha 22, Czechia","{'lat': 50.03196570000001, 'lng': 14.5979587}",4.5,853.0,267 710 854
1467,RESTAURACE U KAZDŮ,,,,,,
1468,RESTAURACE U KLÁŠTERA,,,,,,
1469,Restaurace U knihovny,,,,,,
1470,RESTAURACE U KOTVY,U Kotvy,"11, Spálená 87, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0792016, 'lng': 14.4194214}",4.0,675.0,224 930 129
1471,RESTAURACE U KOZLA,U Kozla,"4, J. Želivského 1777, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.08730300000001, 'lng': 14.4697341}",4.3,1668.0,222 580 405
1472,RESTAURACE U KRÁLE JIŘÍHO,,,,,,
1473,RESTAURACE U KRÁLÍKA,Jaroslav Králík,"1, Lipové nám. 1031, 107 00 Praha-Praha-Dubeč, Czechia","{'lat': 50.05570909999999, 'lng': 14.5795575}",,,602 236 192
1474,RESTAURACE U KRBU,U Krbu,"50, Na Pláni 2164, 150 00 Praha 5-Smíchov, Czechia","{'lat': 50.0621815, 'lng': 14.3900319}",4.4,375.0,251 563 502
1475,Restaurace U Kristiána,Restaurace U Kristiána,"Vltavská 787/8, 150 00 Praha 5-Smíchov, Czechia","{'lat': 50.0700645, 'lng': 14.409482}",4.5,1494.0,739 571 657
1476,"RESTAURACE U KROKA, LETNÍ ZAHRÁDKA",,,,,,
1477,RESTAURACE U KROKODÝLA,,,,,,
1478,Restaurace U Kroužků,,,,,,
1479,RESTAURACE U KŘÍŽOVNÍKŮ,,,,,,
1480,RESTAURACE U KURELŮ,,,,,,
1481,RESTAURACE U LABUTÍ,Restaurace U Labutí,"11, Hradčanské nám. 61, Hradčany, 118 00 Praha-Praha 1, Czechia","{'lat': 50.089884, 'lng': 14.396057}",4.5,720.0,220 511 191
1482,Restaurace U Lípy,U Lípy,"Plzeňská 142/237, 155 00 Praha 13-Stodůlky, Czechia","{'lat': 50.0648254, 'lng': 14.3198106}",4.4,158.0,251 620 009
1483,Restaurace U Lišků,233 420,"233 420, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1484,Restaurace U Lišků,,,,,,
1485,RESTAURACE U LODĚNICE,,,,,,
1486,RESTAURACE U MAJERŮ,Restaurace U Majerů,"3A, U Jinonického rybníčka 602, 158 00 Praha 5, Czechia","{'lat': 50.0524153, 'lng': 14.3576935}",4.1,286.0,251 612 775
1487,RESTAURACE U MICHALA,,,,,,
1488,RESTAURACE U MLYNÁŘE,Restaurace U Mlynáře,"Nerudova 213/18, Malá Strana, 118 00 Praha-Praha 1, Czechia","{'lat': 50.0887059, 'lng': 14.4008269}",4.5,1427.0,257 534 589
1489,RESTAURACE U MODRÉHO HROZNU,Restaurace U Modrého Hroznu,"15, Husova 227, 110 00 Praha 1-Staré Město, Czechia","{'lat': 50.08573690000001, 'lng': 14.4180819}",3.5,372.0,222 221 185
1490,RESTAURACE U MOŽNÝCH,Restaurace U Možných,"46, Lublaňská 146, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0746944, 'lng': 14.431353}",3.8,223.0,222 513 899
1491,RESTAURACE U MRTVÝHO PTÁKA,U Mrtvýho Ptáka,"16, Křižíkova 226, Karlín, 186 00 Praha-Praha 8, Czechia","{'lat': 50.0912666, 'lng': 14.4459887}",3.9,935.0,224 814 499
1492,RESTAURACE U NAFTAŘE,,,,,,
1493,Restaurace U Orloje,Oliva Verde,"Staroměstské nám. 479/25, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0865875, 'lng': 14.4210154}",2.8,759.0,224 226 878
1494,RESTAURACE U PALIVCE,,,,,,
1495,RESTAURACE U PECKŮ,Vít Pecka,"5, Staromlýnská 621, 190 00 Praha 9, Czechia","{'lat': 50.1091147, 'lng': 14.4986079}",5.0,2.0,283 893 019
1496,RESTAURACE U PEJŠŮ,Restaurace U Pejšů,"2, Nad Šestikopy 322, 190 00 Praha 9-Prosek, Czechia","{'lat': 50.1175142, 'lng': 14.4954128}",4.3,424.0,283 882 389
1497,Restaurace U Pepíčka,U Pepíčka,"17, Oblouková 684, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.0669861, 'lng': 14.4559293}",4.4,371.0,731 072 205
1498,RESTAURACE U PĚTNÍKA,Hospůdka U Pětníka,"Lotyšská 645/8, 160 00 Praha 6-Bubeneč, Czechia","{'lat': 50.1044315, 'lng': 14.396108}",4.5,1564.0,224 321 276
1499,RESTAURACE U PINKASŮ,"ADRIA - NEPTUN, spol. s r.o.","Jungmannovo nám. 15, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.0831964, 'lng': 14.4233329}",,,221 111 150
1500,RESTAURACE U PINKASŮ,Restaurace U Pinkasů,"Jungmannovo nám. 756 /16, 110 00 Praha 1-Nové Město, Czechia","{'lat': 50.08326290000001, 'lng': 14.423544}",4.2,8331.0,221 111 152
1501,RESTAURACE U PLEBÁNA,,,,,,
1502,RESTAURACE U PORTLANDU,599,"599, Praha, Czechia","{'lat': 49.99216879999999, 'lng': 14.3461328}",,,
1503,RESTAURACE U POŠTY,,,,,,
1504,Restaurace U Presidentů,,,,,,
1505,Restaurace U Prezidentů,233 350,"233 350, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1506,Restaurace U Prince Miroslava,U Prince Miroslava,"K Vodojemu 2382/4, 150 00 Praha 5, Czechia","{'lat': 50.0616873, 'lng': 14.3981911}",4.1,429.0,732 276 821
1507,RESTAURACE U PROVAZNICE,,,,,,
1508,RESTAURACE U PRŮHONU,,,,,,
1509,Restaurace U Přístavu,Restaurace U Přístavu,"U Malé řeky 623, 156 00 Praha-Zbraslav, Czechia","{'lat': 49.974498, 'lng': 14.3966478}",4.3,507.0,257 923 708
1510,RESTAURACE U PURKMISTRA - BRANICKÝ SKLÍPEK,Daniela Prokešová,"26, Vodičkova 696, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0803713, 'lng': 14.4239099}",,,222 230 507
1511,Restaurace U Radnice,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
1512,Restaurace U REGENTA,U Regenta,"Koubkova 187/15, Vinohrady, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0722654, 'lng': 14.4329454}",4.0,503.0,222 522 952
1513,RESTAURACE U ROHOŽNÍKU,"420, 487 281","420, 487 281, 756 06 Velké Karlovice, Czechia","{'lat': 49.3624066, 'lng': 18.2959065}",,,
1514,RESTAURACE U ROKYTKY,Restaurace U Rokytky,"nám. Dr. Václava Holého 7, Palmovka, 180 00 Praha 8-Libeň-Praha 8, Czechia","{'lat': 50.10642440000001, 'lng': 14.4752296}",4.3,775.0,284 828 818
1515,RESTAURACE U RŮŽOVÉHO SADU,Restaurace U Růžového Sadu,"89, Mánesova 1407, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.07806369999999, 'lng': 14.4482834}",4.1,736.0,222 725 154
1516,Restaurace U Rychtáře,Restaurace U Rychtáře,"Staré nám. 15/9, 161 00 Praha 6-Ruzyně, Czechia","{'lat': 50.0808913, 'lng': 14.3105371}",3.6,237.0,235 007 766
1517,Restaurace U Rytíře,111 420,"111 420, 257 26 Divišov, Czechia","{'lat': 49.7941437, 'lng': 14.8832502}",,,
1518,Restaurace U Řezníka,Restaurace U Řezníka,"V Nových Vokovicích 254/4, 160 00 Praha 6, Czechia","{'lat': 50.0970301, 'lng': 14.3465854}",4.0,191.0,235 355 822
1519,RESTAURACE U SÁDLŮ,Hostinec U Sádlů,"Klimentská 2, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0913948, 'lng': 14.4280746}",4.5,1775.0,224 813 874
1520,Restaurace U Sedláka,,,,,,
1521,Restaurace U Seminaristy,Lipš Vojtěch,"45, Spálená 105, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0814092, 'lng': 14.4193208}",,,222 517 953
1522,Restaurace U Skřetů,,,,,,
1523,Restaurace U Slabé vůle,606,"606, Czechia","{'lat': 50.0811842, 'lng': 14.2568543}",,,
1524,Restaurace u Slovanské lípy v.o.s.,U Slovanské Lípy,"Tachovské nám. 288/6, 130 00 Praha 3-Žižkov, Czechia","{'lat': 50.0874795, 'lng': 14.4534651}",4.3,1433.0,734 743 094
1525,RESTAURACE U SMOLÍKŮ,Jana Lecjaksová,"86, Nádražní 44, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.0687824, 'lng': 14.4064715}",,,257 318 780
1526,Restaurace u Smrťáka,,,,,,
1527,RESTAURACE U SOKOLA,Waikiki,"B, Vršovické nám. 111, 101 00 Praha 10-Vršovice, Czechia","{'lat': 50.068502, 'lng': 14.4534809}",4.1,304.0,271 741 082
1528,Restaurace U Sokolovny,,,,,,
1529,RESTAURACE U SOUDKU,Vlasta Vidmanová,"9, Mendelova 555, 149 00 Praha 11, Czechia","{'lat': 50.0327712, 'lng': 14.5325675}",,,272 918 177
1530,Restaurace U Srbů,,,,,,
1531,RESTAURACE U STARÉ POŠTY,Restaurace U staré pošty,"17, Opletalova 1964, Nové Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.0825574, 'lng': 14.4311992}",4.1,2153.0,224 221 523
1532,RESTAURACE U STAROUŠE,,,,,,
1533,RESTAURACE U SV. FILIPA A JAKUBA,U svatého Filipa a Jakuba,"Arbesovo nám. 71/5, Smíchov, 150 00 Praha-Praha 5, Czechia","{'lat': 50.07606699999999, 'lng': 14.4048639}",4.4,1087.0,721 502 021
1534,Restaurace u Sv. Jana Nepomuckého,,,,,,
1535,RESTAURACE U SVATÉHO DUCHA,,,,,,
1536,Restaurace U Škopů,Restaurace U Kristiána,"Slivenecká 6, 152 00 Praha 5-Hlubočepy, Czechia","{'lat': 50.04102139999999, 'lng': 14.3922772}",,,739 571 655
1537,RESTAURACE U ŠTÍRA,,,,,,
1538,Restaurace U Šuterů,Hotel 1. Republic,"8, V Tůních 1625, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0764661, 'lng': 14.4271987}",4.5,687.0,221 594 431
1539,RESTAURACE U ŠVEJKA,233 330,"233 330, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1540,RESTAURACE U TATROVKY,,,,,,
1541,Restaurace u Templářů,,,,,,
1542,Restaurace u Templářů II,,,,,,
1543,RESTAURACE U TLUSTÝ BERTY,233 313,"233 313, 338 24 Břasy, Czechia","{'lat': 49.8267329, 'lng': 13.5799694}",,,
1544,Restaurace U TRAJCŮ,Club Hotel Praha,"12, Ječná 509, Nové Město, 120 00 Praha-Praha 2, Czechia","{'lat': 50.0754457, 'lng': 14.4231954}",3.0,68.0,220 516 003
1545,RESTAURACE U TRŽNICE,Vinohradský Burger Bar,"67, Vinohradská 1241, 120 00 Praha 2-Vinohrady, Czechia","{'lat': 50.0771172, 'lng': 14.4436504}",4.3,1317.0,222 250 624
1546,RESTAURACE U TŘÍ BUBNŮ,,,,,,
1547,RESTAURACE U TŘÍ HOUSLIČEK,,,,,,
1548,Restaurace u tří soudků,,,,,,
1549,Restaurace u tří zlatých lvů,"420, 118 224","420, 118 224, 411 19 Mšené-lázně, Czechia","{'lat': 50.3621332, 'lng': 14.1270026}",,,
1550,RESTAURACE U VALENTŮ,Restaurace U Valentů,"3, Nad Pramenem 42, 165 00 Praha-Praha-Lysolaje, Czechia","{'lat': 50.1262769, 'lng': 14.3668395}",4.1,46.0,220 922 745
1551,RESTAURACE U VAZAČŮ,,,,,,
1552,RESTAURACE U VELKÉ PRAHY,,,,,,
1553,RESTAURACE U VESELÉ BASY,,,,,,
1554,Restaurace U veverky,,,,,,
1555,RESTAURACE U VIADUKTU,,,,,,
1556,RESTAURACE U VLADAŘE,,,,,,
1557,RESTAURACE U VOJÁČKŮ,,,,,,
1558,Restaurace u Zeleného stromu,Restaurant Švejk U Zeleného Stromu,"6, Betlémské nám. 351, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08423519999999, 'lng': 14.4182159}",2.7,2194.0,222 222 184
1559,RESTAURACE U ZÍVALŮ,Pivnice U Zívalů,"Kafkova 341/12, 160 00 Praha 6-Dejvice, Czechia","{'lat': 50.0986138, 'lng': 14.3977059}",4.2,463.0,224 316 156
1560,RESTAURACE U ZLATÉ HRUŠKY,,,,,,
1561,RESTAURACE U ZLATÉ STUDNY NA KRÁLOVSKÉ CESTĚ,,,,,,
1562,RESTAURACE U ZLATÉHO HADA,Pauly S.r.o.,"18, Karlova 181, Staré Město, 110 00 Praha-Praha 1, Czechia","{'lat': 50.08608390000001, 'lng': 14.4160941}",4.5,4.0,222 220 509
1563,RESTAURACE U ZPĚVÁČKŮ - ŠŤASTNÁ JANA,,,,,,
1564,RESTAURACE U ZVONU,"420, 487 257","420, 487 257, 756 06 Velké Karlovice, Czechia","{'lat': 49.3624066, 'lng': 18.2959065}",,,
1565,Restaurace Urxova 10,,,,,,
